an,ci,|1806603.000000|2180734.000000
an,n,|193486.000000|208901.000000
chn,ci,|801259.000000|441308.000000
ci,mc,|1548085.000000|2333029.000000
ci,n,|276090.000000|209105.000000
ci,rt,|276166.000000|27067.000000
ci,t,|867477.000000|902224.000000
cn,mc,|1153798.000000|944850.000000
mc,t,|2609129.000000|2609129.000000
an,chn,ci,|1732265.000000|883670.000000
an,ci,mc,|3578955.000000|4671630.000000
an,ci,n,|503115.000000|418710.000000
an,ci,rt,|503508.000000|54198.000000
an,ci,t,|1806603.000000|1806603.000000
chn,ci,mc,|1405362.000000|2071947.000000
chn,ci,n,|255493.000000|185705.000000
chn,ci,rt,|255651.000000|24038.000000
chn,ci,t,|801259.000000|801259.000000
ci,cn,mc,|671694.000000|560612.000000
ci,mc,n,|474803.000000|358794.000000
ci,mc,rt,|474025.000000|46443.000000
ci,mc,t,|1548085.000000|1548085.000000
ci,n,rt,|276005.000000|8283.000000
ci,n,t,|276090.000000|276090.000000
ci,rt,t,|276166.000000|276166.000000
cn,mc,t,|1153798.000000|1153798.000000
an,chn,ci,mc,|3405373.000000|4479402.000000
an,chn,ci,n,|482841.000000|401481.000000
an,chn,ci,rt,|483319.000000|51968.000000
an,chn,ci,t,|1732265.000000|1732265.000000
an,ci,cn,mc,|1935320.000000|1296055.000000
an,ci,mc,n,|962140.000000|829482.000000
an,ci,mc,rt,|961173.000000|107369.000000
an,ci,mc,t,|3578955.000000|3578955.000000
an,ci,n,rt,|503022.000000|15093.000000
an,ci,n,t,|503115.000000|503115.000000
an,ci,rt,t,|503508.000000|503508.000000
chn,ci,cn,mc,|620402.000000|508927.000000
chn,ci,mc,n,|426400.000000|325716.000000
chn,ci,mc,rt,|426705.000000|42161.000000
chn,ci,mc,t,|1405362.000000|1405362.000000
chn,ci,n,rt,|255493.000000|7665.000000
chn,ci,n,t,|255493.000000|255493.000000
chn,ci,rt,t,|255651.000000|255651.000000
ci,cn,mc,n,|189829.000000|155676.000000
ci,cn,mc,rt,|189554.000000|20151.000000
ci,cn,mc,t,|671694.000000|671694.000000
ci,mc,n,rt,|473712.000000|14244.000000
ci,mc,n,t,|474803.000000|474803.000000
ci,mc,rt,t,|474025.000000|474025.000000
ci,n,rt,t,|276005.000000|276005.000000
an,chn,ci,cn,mc,|1856933.000000|1233195.000000
an,chn,ci,mc,n,|909946.000000|789252.000000
an,chn,ci,mc,rt,|910376.000000|102161.000000
an,chn,ci,mc,t,|3405373.000000|3405373.000000
an,chn,ci,n,rt,|482841.000000|14485.000000
an,chn,ci,n,t,|482841.000000|482841.000000
an,chn,ci,rt,t,|483319.000000|483319.000000
an,ci,cn,mc,n,|505615.000000|448543.000000
an,ci,cn,mc,rt,|505250.000000|58060.000000
an,ci,cn,mc,t,|1935320.000000|1935320.000000
an,ci,mc,n,rt,|960723.000000|28864.000000
an,ci,mc,n,t,|962140.000000|962140.000000
an,ci,mc,rt,t,|961173.000000|961173.000000
an,ci,n,rt,t,|503022.000000|503022.000000
chn,ci,cn,mc,n,|173567.000000|143788.000000
chn,ci,cn,mc,rt,|173657.000000|18612.000000
chn,ci,cn,mc,t,|620402.000000|620402.000000
chn,ci,mc,n,rt,|426400.000000|12792.000000
chn,ci,mc,n,t,|426400.000000|426400.000000
chn,ci,mc,rt,t,|426705.000000|426705.000000
chn,ci,n,rt,t,|255493.000000|255493.000000
ci,cn,mc,n,rt,|189464.000000|5695.000000
ci,cn,mc,n,t,|189829.000000|189829.000000
ci,cn,mc,rt,t,|189554.000000|189554.000000
ci,mc,n,rt,t,|473712.000000|473712.000000
an,chn,ci,cn,mc,n,|483082.000000|430375.000000
an,chn,ci,cn,mc,rt,|483198.000000|55708.000000
an,chn,ci,cn,mc,t,|1856933.000000|1856933.000000
an,chn,ci,mc,n,rt,|909946.000000|27298.000000
an,chn,ci,mc,n,t,|909946.000000|909946.000000
an,chn,ci,mc,rt,t,|910376.000000|910376.000000
an,chn,ci,n,rt,t,|482841.000000|482841.000000
an,ci,cn,mc,n,rt,|505134.000000|15168.000000
an,ci,cn,mc,n,t,|505615.000000|505615.000000
an,ci,cn,mc,rt,t,|505250.000000|505250.000000
an,ci,mc,n,rt,t,|960723.000000|960723.000000
chn,ci,cn,mc,n,rt,|173567.000000|5207.000000
chn,ci,cn,mc,n,t,|173567.000000|173567.000000
chn,ci,cn,mc,rt,t,|173657.000000|173657.000000
chn,ci,mc,n,rt,t,|426400.000000|426400.000000
ci,cn,mc,n,rt,t,|189464.000000|189464.000000
an,chn,ci,cn,mc,n,rt,|483082.000000|14492.000000
an,chn,ci,cn,mc,n,t,|483082.000000|483082.000000
an,chn,ci,cn,mc,rt,t,|483198.000000|483198.000000
an,chn,ci,mc,n,rt,t,|909946.000000|909946.000000
an,ci,cn,mc,n,rt,t,|505134.000000|505134.000000
chn,ci,cn,mc,n,rt,t,|173567.000000|173567.000000
an,chn,ci,cn,mc,n,rt,t,|483082.000000|483082.000000
