chn,ci,|17571504.000000|16974864.000000
ci,mc,|77530986.000000|89739718.000000
ci,rt,|12670675.000000|1041119.000000
ci,t,|5672187.000000|5353707.000000
cn,mc,|8790.000000|14867.000000
ct,mc,|2609129.000000|16567969.000000
mc,t,|294635.000000|402505.000000
chn,ci,mc,|36607753.000000|45437519.000000
chn,ci,rt,|11102823.000000|527145.000000
chn,ci,t,|2706034.000000|2710719.000000
ci,cn,mc,|394330.000000|441767.000000
ci,ct,mc,|77530986.000000|492321761.000000
ci,mc,rt,|27322228.000000|2325930.000000
ci,mc,t,|10262298.000000|11960542.000000
ci,rt,t,|1759319.000000|1954678.000000
cn,ct,mc,|8790.000000|55816.000000
cn,mc,t,|1259.000000|1356.000000
ct,mc,t,|294635.000000|402505.000000
chn,ci,cn,mc,|167257.000000|208589.000000
chn,ci,ct,mc,|36607753.000000|232459232.000000
chn,ci,mc,rt,|24738438.000000|1098233.000000
chn,ci,mc,t,|4255698.000000|5647401.000000
chn,ci,rt,t,|1647967.000000|1712809.000000
ci,cn,ct,mc,|394330.000000|2503996.000000
ci,cn,mc,rt,|137580.000000|11830.000000
ci,cn,mc,t,|55542.000000|60832.000000
ci,ct,mc,rt,|27322228.000000|2325930.000000
ci,ct,mc,t,|10262298.000000|11960542.000000
ci,mc,rt,t,|2873214.000000|4214943.000000
cn,ct,mc,t,|1259.000000|1356.000000
chn,ci,cn,ct,mc,|167257.000000|1062082.000000
chn,ci,cn,mc,rt,|114643.000000|5018.000000
chn,ci,cn,mc,t,|23184.000000|25802.000000
chn,ci,ct,mc,rt,|24738438.000000|1098233.000000
chn,ci,ct,mc,t,|4255698.000000|5647401.000000
chn,ci,mc,rt,t,|2722226.000000|3816347.000000
ci,cn,ct,mc,rt,|137580.000000|11830.000000
ci,cn,ct,mc,t,|55542.000000|60832.000000
ci,cn,mc,rt,t,|19061.000000|21224.000000
ci,ct,mc,rt,t,|2873214.000000|4214943.000000
chn,ci,cn,ct,mc,rt,|114643.000000|5018.000000
chn,ci,cn,ct,mc,t,|23184.000000|25802.000000
chn,ci,cn,mc,rt,t,|15835.000000|17686.000000
chn,ci,ct,mc,rt,t,|2722226.000000|3816347.000000
ci,cn,ct,mc,rt,t,|19061.000000|21224.000000
chn,ci,cn,ct,mc,rt,t,|15835.000000|17686.000000
