ci,mc,|80274241.000000|93695927.000000
ci,mk,|215765477.000000|162457975.000000
ci,n,|36244344.000000|36233896.000000
ci,t,|36244344.000000|36233896.000000
cn,mc,|1153798.000000|944850.000000
k,mk,|41840.000000|34.000000
mc,mk,|34863638.000000|22755610.000000
mc,t,|2609129.000000|2609129.000000
mk,t,|4523930.000000|4523930.000000
ci,cn,mc,|32289229.000000|29069894.000000
ci,mc,mk,|3101350543.000000|359916875.000000
ci,mc,n,|80274241.000000|80274241.000000
ci,mc,t,|80274241.000000|80274241.000000
ci,k,mk,|1038393.000000|1608.000000
ci,mk,n,|215765477.000000|215765477.000000
ci,mk,t,|215765477.000000|215765477.000000
ci,n,t,|36244344.000000|36244344.000000
cn,mc,mk,|12177631.000000|10062890.000000
cn,mc,t,|1153798.000000|1153798.000000
k,mc,mk,|148552.000000|210457.000000
k,mk,t,|41840.000000|41840.000000
mc,mk,t,|34863638.000000|34863638.000000
ci,cn,mc,mk,|916402420.000000|144771701.000000
ci,cn,mc,n,|32289229.000000|32289229.000000
ci,cn,mc,t,|32289229.000000|32289229.000000
ci,k,mc,mk,|7796926.000000|23115.000000
ci,mc,mk,n,|3101350543.000000|3101350543.000000
ci,mc,mk,t,|3101350543.000000|3101350543.000000
ci,mc,n,t,|80274241.000000|80274241.000000
ci,k,mk,n,|1038393.000000|1038393.000000
ci,k,mk,t,|1038393.000000|1038393.000000
ci,mk,n,t,|215765477.000000|215765477.000000
cn,k,mc,mk,|68316.000000|91.000000
cn,mc,mk,t,|12177631.000000|12177631.000000
k,mc,mk,t,|148552.000000|148552.000000
ci,cn,k,mc,mk,|2832555.000000|6830.000000
ci,cn,mc,mk,n,|916402420.000000|916402420.000000
ci,cn,mc,mk,t,|916402420.000000|916402420.000000
ci,cn,mc,n,t,|32289229.000000|32289229.000000
ci,k,mc,mk,n,|7796926.000000|7796926.000000
ci,k,mc,mk,t,|7796926.000000|7796926.000000
ci,mc,mk,n,t,|3101350543.000000|3101350543.000000
ci,k,mk,n,t,|1038393.000000|1038393.000000
cn,k,mc,mk,t,|68316.000000|68316.000000
ci,cn,k,mc,mk,n,|2832555.000000|2832555.000000
ci,cn,k,mc,mk,t,|2832555.000000|2832555.000000
ci,cn,mc,mk,n,t,|916402420.000000|916402420.000000
ci,k,mc,mk,n,t,|7796926.000000|7796926.000000
ci,cn,k,mc,mk,n,t,|2832555.000000|2832555.000000
