ct,mc,|1334832.000000|78271.000000
it,mi_idx,|10.000000|12213.000000
mc,mi_idx,|4072924.000000|6941402.000000
mc,t,|1170143.000000|1424078.000000
mi_idx,t,|664016.000000|753258.000000
ct,mc,mi_idx,|1753252.000000|3551352.000000
ct,mc,t,|619958.000000|728585.000000
it,mc,mi_idx,|120.000000|50.000000
it,mi_idx,t,|6.000000|5.000000
mc,mi_idx,t,|1940529.000000|2223106.000000
ct,it,mc,mi_idx,|22.000000|15516.000000
ct,mc,mi_idx,t,|891519.000000|956970.000000
it,mc,mi_idx,t,|93.000000|65.000000
ct,it,mc,mi_idx,t,|16.000000|12.000000
