ci,mk,|215765477.000000|162457975.000000
ci,n,|36244344.000000|36233896.000000
ci,t,|21334720.000000|19777383.000000
k,mk,|35548.000000|270.000000
mk,t,|1970380.000000|2469276.000000
ci,k,mk,|1564305.000000|12865.000000
ci,mk,n,|215765477.000000|215765477.000000
ci,mk,t,|114182642.000000|117770290.000000
ci,n,t,|21334720.000000|19783086.000000
k,mk,t,|14165.000000|19403.000000
ci,k,mk,n,|1564305.000000|1564305.000000
ci,k,mk,t,|785477.000000|853837.000000
ci,mk,n,t,|114182642.000000|117770290.000000
ci,k,mk,n,t,|785477.000000|853837.000000
