cn,mc,|148132.000000|109241.000000
ct,mc,|1334883.000000|78274.000000
it,miidx,|459925.000000|12213.000000
it2,mi,|3036719.000000|131034.000000
kt,t,|662825.000000|75845.000000
mc,mi,|67371414.000000|74479147.000000
mc,miidx,|4073078.000000|6941650.000000
mc,t,|2609129.000000|2609129.000000
mi,miidx,|20885030.000000|42941263.000000
mi,t,|14835720.000000|14806830.000000
miidx,t,|1380035.000000|1380035.000000
cn,ct,mc,|71294.000000|4444.000000
cn,mc,mi,|4118374.000000|4228517.000000
cn,mc,miidx,|252250.000000|394109.000000
cn,mc,t,|148132.000000|148132.000000
ct,mc,mi,|19468013.000000|38105033.000000
ct,mc,miidx,|1753403.000000|3551488.000000
ct,mc,t,|1334883.000000|1334883.000000
it,mc,miidx,|1354883.000000|2313447.000000
it,mi,miidx,|6930334.000000|14311058.000000
it,miidx,t,|459925.000000|459925.000000
it2,mc,mi,|10905021.000000|15274859.000000
it2,mi,miidx,|3367474.000000|8806784.000000
it2,mi,t,|3036719.000000|3036719.000000
kt,mc,t,|1307690.000000|684048.000000
kt,mi,t,|8301049.000000|3881977.000000
kt,miidx,t,|629900.000000|361810.000000
mc,mi,miidx,|177388547.000000|195383726.000000
mc,mi,t,|67371414.000000|67371414.000000
mc,miidx,t,|4073078.000000|4073078.000000
mi,miidx,t,|20885030.000000|20885030.000000
cn,ct,mc,mi,|938848.000000|2035130.000000
cn,ct,mc,miidx,|94568.000000|189679.000000
cn,ct,mc,t,|71294.000000|71294.000000
cn,it2,mc,mi,|723088.000000|36446.000000
cn,mc,mi,miidx,|11191850.000000|11943690.000000
cn,mc,mi,t,|4118374.000000|4118374.000000
cn,it,mc,miidx,|83899.000000|2232.000000
cn,mc,miidx,t,|252250.000000|252250.000000
cn,kt,mc,t,|72141.000000|4444.000000
ct,it2,mc,mi,|3243070.000000|172283.000000
ct,mc,mi,miidx,|42553106.000000|56459152.000000
ct,mc,mi,t,|19468013.000000|19468013.000000
ct,it,mc,miidx,|584222.000000|15517.000000
ct,mc,miidx,t,|1753403.000000|1753403.000000
