ci,mc,|80274241.000000|93695927.000000
ci,mk,|215765477.000000|162457975.000000
ci,n,|4857682.000000|4757987.000000
ci,t,|36244344.000000|36233896.000000
cn,mc,|2609129.000000|2609129.000000
k,mk,|41840.000000|34.000000
mc,mk,|34863638.000000|22755610.000000
mc,t,|2609129.000000|2609129.000000
mk,t,|4523930.000000|4523930.000000
ci,cn,mc,|80274241.000000|80274241.000000
ci,mc,mk,|3101350543.000000|359916875.000000
ci,mc,n,|11092265.000000|10541063.000000
ci,mc,t,|80274241.000000|80274241.000000
ci,k,mk,|1038393.000000|1608.000000
ci,mk,n,|30165755.000000|28332842.000000
ci,mk,t,|215765477.000000|215765477.000000
ci,n,t,|4857682.000000|4857682.000000
cn,mc,mk,|34863638.000000|22755610.000000
cn,mc,t,|2609129.000000|2609129.000000
k,mc,mk,|148552.000000|210457.000000
k,mk,t,|41840.000000|41840.000000
mc,mk,t,|34863638.000000|34863638.000000
ci,cn,mc,mk,|3101350543.000000|359916875.000000
ci,cn,mc,n,|11092265.000000|10541063.000000
ci,cn,mc,t,|80274241.000000|80274241.000000
ci,k,mc,mk,|7796926.000000|23115.000000
ci,mc,mk,n,|437029982.000000|407248074.000000
ci,mc,mk,t,|3101350543.000000|3101350543.000000
ci,mc,n,t,|11092265.000000|11092265.000000
ci,k,mk,n,|149494.000000|136355.000000
ci,k,mk,t,|1038393.000000|1038393.000000
ci,mk,n,t,|30165755.000000|30165755.000000
cn,k,mc,mk,|148552.000000|260.000000
cn,mc,mk,t,|34863638.000000|34863638.000000
k,mc,mk,t,|148552.000000|148552.000000
ci,cn,k,mc,mk,|7796926.000000|23115.000000
ci,cn,mc,mk,n,|437029982.000000|407248074.000000
ci,cn,mc,mk,t,|3101350543.000000|3101350543.000000
ci,cn,mc,n,t,|11092265.000000|11092265.000000
ci,k,mc,mk,n,|1113120.000000|1023839.000000
ci,k,mc,mk,t,|7796926.000000|7796926.000000
ci,mc,mk,n,t,|437029982.000000|437029982.000000
ci,k,mk,n,t,|149494.000000|149494.000000
cn,k,mc,mk,t,|148552.000000|148552.000000
ci,cn,k,mc,mk,n,|1113120.000000|1023839.000000
ci,cn,k,mc,mk,t,|7796926.000000|7796926.000000
ci,cn,mc,mk,n,t,|437029982.000000|437029982.000000
ci,k,mc,mk,n,t,|1113120.000000|1113120.000000
ci,cn,k,mc,mk,n,t,|1113120.000000|1113120.000000
