ci,mi,|95080.000000|209354.000000
ci,mi_idx,|1000868.000000|1608989.000000
ci,n,|558518.000000|493693.000000
ci,t,|1244716.000000|1176394.000000
it1,mi,|186594.000000|1589.000000
it2,mi_idx,|459925.000000|12213.000000
mi,mi_idx,|315125.000000|520753.000000
mi,t,|188993.000000|179564.000000
mi_idx,t,|1380035.000000|1380035.000000
ci,it1,mi,|93240.000000|841.000000
ci,mi,mi_idx,|168246.000000|275741.000000
ci,mi,n,|46596.000000|39902.000000
ci,mi,t,|95080.000000|95080.000000
ci,it2,mi_idx,|333558.000000|8857.000000
ci,mi_idx,n,|501122.000000|420031.000000
ci,mi_idx,t,|1000868.000000|1000868.000000
ci,n,t,|558518.000000|558518.000000
it1,mi,mi_idx,|307785.000000|541141.000000
it1,mi,t,|186594.000000|186594.000000
it2,mi,mi_idx,|104907.000000|173552.000000
it2,mi_idx,t,|459925.000000|459925.000000
mi,mi_idx,t,|315125.000000|315125.000000
ci,it1,mi,mi_idx,|162621.000000|270405.000000
ci,it1,mi,n,|45265.000000|39130.000000
ci,it1,mi,t,|93240.000000|93240.000000
ci,it2,mi,mi_idx,|55988.000000|1489.000000
ci,mi,mi_idx,n,|88463.000000|70607.000000
ci,mi,mi_idx,t,|168246.000000|168246.000000
ci,mi,n,t,|46596.000000|46596.000000
ci,it2,mi_idx,n,|166987.000000|139983.000000
ci,it2,mi_idx,t,|333558.000000|333558.000000
ci,mi_idx,n,t,|501122.000000|501122.000000
it1,it2,mi,mi_idx,|102516.000000|2724.000000
it1,mi,mi_idx,t,|307785.000000|307785.000000
it2,mi,mi_idx,t,|104907.000000|104907.000000
ci,it1,it2,mi,mi_idx,|54155.000000|1439.000000
ci,it1,mi,mi_idx,n,|84358.000000|68247.000000
ci,it1,mi,mi_idx,t,|162621.000000|162621.000000
ci,it1,mi,n,t,|45265.000000|45265.000000
ci,it2,mi,mi_idx,n,|29401.000000|23496.000000
ci,it2,mi,mi_idx,t,|55988.000000|55988.000000
ci,mi,mi_idx,n,t,|88463.000000|88463.000000
ci,it2,mi_idx,n,t,|166987.000000|166987.000000
it1,it2,mi,mi_idx,t,|102516.000000|102516.000000
ci,it1,it2,mi,mi_idx,n,|28073.000000|22727.000000
ci,it1,it2,mi,mi_idx,t,|54155.000000|54155.000000
ci,it1,mi,mi_idx,n,t,|84358.000000|84358.000000
ci,it2,mi,mi_idx,n,t,|29401.000000|29401.000000
ci,it1,it2,mi,mi_idx,n,t,|28073.000000|28073.000000
