cn,mc,|148132.000000|109241.000000
k,mk,|41840.000000|34.000000
mc,mk,|34863638.000000|22755610.000000
mc,t,|2609129.000000|2609129.000000
mk,t,|4523930.000000|4523930.000000
cn,mc,mk,|2108405.000000|1291938.000000
cn,mc,t,|148132.000000|148132.000000
k,mc,mk,|148552.000000|210457.000000
k,mk,t,|41840.000000|41840.000000
mc,mk,t,|34863638.000000|34863638.000000
cn,k,mc,mk,|7834.000000|16.000000
cn,mc,mk,t,|2108405.000000|2108405.000000
k,mc,mk,t,|148552.000000|148552.000000
cn,k,mc,mk,t,|7834.000000|7834.000000
